VIEWPOINT_ID,COUNTLINE_ID,NAME,LATITUDE_START_LINE,LONGITUDE_START_LINE,LATITUDE_END_LINE,LONGITUDE_END_LINE,DIRECTION_IN,DIRECTION_OUT,EARLIEST,LATEST
3579,50129,Taranaki St path LHS,-41.298229,174.775482,-41.298241,174.775513,SW,NE,2024-03-20,2026-08-05
3579,50130,Taranaki St road LHS,-41.298187,174.775528,-41.298191,174.775574,,N,2024-03-20,2026-08-05
3579,50131,Taranaki St road RHS,-41.298191,174.775574,-41.298203,174.775604,,NE,2024-03-20,2026-08-05
3217,50132,Elizabeth St path LHS,-41.2957,174.783325,-41.295723,174.78331,NW,SE,2024-03-20,2026-08-05
3217,50133,Elizabeth St road,-41.295746,174.783371,-41.29586,174.783325,W,E,2024-03-20,2026-08-05
3217,50134,Elizabeth St path RHS,-41.295849,174.783279,-41.295876,174.783264,NW,SE,2024-03-20,2026-08-05
3347,50140,Boulcott St road Outbound,-41.285309,174.772507,-41.285305,174.772461,,S,2024-03-21,2026-08-05
3347,50141,Boulcott St road Inbound LHS,-41.285309,174.772446,-41.285305,174.7724,N,,2024-03-20,2026-08-05
3347,50142,Boulcott St road Inbound RHS,-41.285301,174.7724,-41.285294,174.772369,N,,2024-03-20,2026-08-05
3347,50143,Boulcott St path RHS,-41.285255,174.772385,-41.285248,174.772354,N,S,2024-03-20,2026-08-05
3192,50144,Bowen St path LHSRamp,-41.278805,174.769485,-41.278812,174.76947,NW,SE,2024-03-21,2026-08-05
3192,50145,Bowen St path LHS,-41.278816,174.769485,-41.278828,174.76947,NW,SE,2024-03-21,2026-08-05
3192,50146,Bowen St road Outbound,-41.278839,174.769455,-41.2789,174.769424,,E,2024-03-21,2026-08-05
3192,50147,Bowen St road Inbound LHS,-41.278896,174.769424,-41.278923,174.769409,NW,,2024-03-21,2026-08-05
3192,50148,Bowen St road Inbound RHS,-41.278923,174.769394,-41.278946,174.769379,NW,,2024-03-21,2026-08-05
3193,50149,Bowen St cyclepath,-41.278992,174.76947,-41.279003,174.769455,NW,SE,2024-03-21,2026-08-05
3416,50152,Waterloo Quay path LHS,-41.279907,174.780502,-41.279919,174.780533,SW,NE,2024-03-21,2026-08-05
3416,50153,Waterloo Quay road,-41.279915,174.780548,-41.279949,174.780624,,NE,2024-03-21,2026-08-05
3445,50154,Lady Elizabeth Ln road Outbound,-41.280094,174.780716,-41.280136,174.780701,W,E,2024-03-21,2026-08-05
3445,50155,Lady Elizabeth Ln road Inbound LHS,-41.280151,174.780701,-41.280178,174.78067,NW,SE,2024-03-21,2026-08-05
3445,50156,Lady Elizabeth Ln road Inbound RHS,-41.280182,174.78067,-41.280216,174.78064,NW,SE,2024-03-21,2026-08-05
2806,50157,Waterloo Quay road Inbound1stlane,-41.279865,174.780731,-41.279877,174.780762,SW,,2024-03-21,2026-08-05
2806,50158,Waterloo Quay road Inbound2ndlane,-41.279884,174.780762,-41.2799,174.780792,SW,,2024-03-21,2026-08-05
2806,50159,Waterloo Quay road Inbound,-41.2799,174.780792,-41.279911,174.780823,SW,,2024-03-21,2026-08-05
2806,50160,Waterloo Quay road Turning Lane,-41.279949,174.780792,-41.279953,174.780838,S,,2024-03-21,2026-08-05
2806,50161,Waterloo Quay path RHS,-41.279942,174.780853,-41.279953,174.780884,SW,NE,2024-03-21,2026-08-05
3487,50173,Waterloo Quay crossing,-41.280083,174.780624,-41.280163,174.780457,NW,SE,2024-03-22,2026-08-05
3536,50174,Customhouse Quay entrance,-41.282597,174.778702,-41.282764,174.778595,NW,SE,2024-03-22,2026-08-05
3215,50176,Jervois Quay entrance,-41.28484,174.777832,-41.284935,174.777847,W,E,2024-03-23,2025-10-24
3430,50177,Jervois Quay entrance,-41.284927,174.777863,-41.285065,174.777908,W,E,2024-03-23,2025-10-24
3439,50178,Jervois Quay vehicle Entrance,-41.284981,174.777969,-41.285027,174.777985,W,,2024-03-23,2025-10-24
2786,50723,Salamanca Rd path LHS,-41.288807,174.771835,-41.288834,174.77182,NW,SE,2024-05-03,2026-08-05
2786,50724,Salamanca Rd road LHS,-41.288826,174.771866,-41.288754,174.771896,,W,2024-05-03,2026-08-05
2786,50725,Salamanca Rd path RHS,-41.288673,174.771881,-41.288651,174.771881,E,W,2024-05-03,2026-08-05
2786,50726,Salamanca Rd road RHS,-41.288712,174.771912,-41.288681,174.771927,E,,2024-05-03,2026-08-05
3190,50735,Taranaki St path,-41.298035,174.775864,-41.298031,174.775848,N,S,2024-05-04,2026-08-05
3190,50736,Taranaki St road LHS,-41.298042,174.775833,-41.298031,174.775803,,SW,2024-05-04,2026-08-05
3190,50737,Taranaki St road center,-41.298019,174.775803,-41.298016,174.775757,,S,2024-05-04,2026-08-05
3190,50738,Taranaki St road RHS,-41.298019,174.775757,-41.298016,174.775726,,S,2024-05-04,2026-08-05
2786,50745,Salamanca Rd road center,-41.288738,174.771896,-41.288712,174.771896,E,,2024-05-04,2026-08-05
7503,51181,Abel Smith St road,-41.29528,174.770966,-41.2952,174.770996,E,W,2024-05-29,2026-08-05
7503,51182,Abel Smith St path LHS,-41.295319,174.770966,-41.295292,174.770981,SE,NW,2024-05-29,2026-08-05
7503,51183,Abel Smith St crossing,-41.29525,174.771027,-41.29525,174.771103,S,N,2024-05-29,2026-08-05
7519,51186,Cuba St path RHS,-41.297192,174.773483,-41.29718,174.773438,N,S,2024-05-29,2026-08-05
7519,51187,Cuba St road north south,-41.297211,174.773575,-41.29718,174.773483,NE,SW,2024-05-29,2026-08-05
7519,51188,New Zealand State Highway1 crossing,-41.29718,174.773651,-41.297161,174.773621,NE,SW,2024-05-29,2026-08-05
7519,51189,Cuba St road west east,-41.297081,174.77359,-41.297169,174.773544,W,E,2024-05-29,2026-08-05
7519,51190,Karo Dr crossing,-41.297119,174.773468,-41.297112,174.773438,N,S,2024-05-29,2026-08-05
7520,51191,Cuba St path RHS,-41.297272,174.773575,-41.297249,174.773544,NE,SW,2024-06-11,2026-08-05
3488,51217,Luxford St crossing,-41.319889,174.775467,-41.319908,174.775375,N,S,2024-06-07,2025-10-24
3488,51218,Luxford St path,-41.319901,174.775513,-41.31992,174.775513,W,E,2024-06-07,2025-10-24
3488,51219,Adelaide Rd path,-41.320049,174.775436,-41.320049,174.77536,N,S,2024-06-07,2025-10-24
7503,51238,Abel Smith St path RHS,-41.295189,174.770966,-41.295158,174.770981,E,W,2024-05-31,2026-08-05
7471,51667,Jarden Mile crossing,-41.247101,174.813583,-41.24712,174.813675,S,N,2024-07-16,2026-08-05
7471,51668,Jarden Mile road 1,-41.247059,174.813828,-41.247108,174.813797,,SE,2024-07-16,2026-08-05
7471,51669,Jarden Mile road 2,-41.24715,174.813751,-41.247227,174.813797,,NE,2024-07-16,2026-08-05
2768,51671,Jarden Mile road LHS,-41.24752,174.813568,-41.247555,174.813507,NW,,2024-07-16,2026-08-05
2768,51672,Jarden Mile road RHS,-41.247566,174.813492,-41.247601,174.813477,W,,2024-07-16,2026-08-05
2768,51673,Jarden Mile path,-41.247612,174.813492,-41.247654,174.813461,NW,SE,2024-07-16,2026-08-05
2768,51674,Jarden Mile crossing,-41.247608,174.813461,-41.247604,174.8134,N,S,2024-07-16,2026-08-05
7332,51709,Hutt Rd road RHS,-41.247414,174.813187,-41.247345,174.813049,NE,SW,2024-07-20,2026-08-05
7332,51710,Hutt Rd road LHS,-41.247505,174.813293,-41.247444,174.813171,NE,SW,2024-07-20,2026-08-05
7333,51723,Jarden Mile road,-41.247364,174.813004,-41.247364,174.812958,N,,2024-07-23,2026-08-05
7333,51724,Hutt Rd path,-41.247356,174.813034,-41.247314,174.813019,E,W,2024-07-22,2026-08-05
7333,51725,Hutt Rd road,-41.24741,174.813202,-41.247345,174.813309,SE,,2024-07-23,2026-08-05
7332,51726,Hutt Rd crossing,-41.24749,174.81311,-41.247414,174.813187,SE,NW,2024-07-23,2026-08-05
7510,51771,Johnsonville Rd road LHS,-41.224693,174.80748,-41.224827,174.807449,W,E,2024-07-27,2026-08-05
7510,51772,Johnsonville Rd road RHS,-41.224865,174.807419,-41.224834,174.80722,N,S,2024-07-27,2026-08-05
7509,51773,Johnsonville Rd path LHS,-41.224827,174.80748,-41.224827,174.807465,N,S,2024-07-27,2026-08-05
7509,51774,Johnsonville Rd path centre,-41.224857,174.807465,-41.224838,174.807434,NE,SW,2024-07-27,2026-08-05
7509,51775,Johnsonville Rd path RHS,-41.224861,174.807419,-41.224888,174.807419,W,E,2024-07-27,2026-08-05
3130,51778,Johnsonville Rd road LHS,-41.224812,174.807205,-41.224663,174.807236,E,W,2024-07-27,2026-08-05
3130,51779,Johnsonville Rd road RHS,-41.224655,174.807251,-41.224686,174.80748,S,N,2024-07-27,2026-08-05
3130,51780,Johnsonville Rd path,-41.22464,174.807465,-41.22464,174.80751,S,N,2024-07-27,2026-08-05
3158,51784,Johnsonville Rd-crossing LHS,-41.22467,174.807205,-41.224674,174.807236,S,N,2024-07-27,2026-08-05
3158,51785,Johnsonville Rd crossing LHS,-41.224655,174.807251,-41.224632,174.807266,SE,NW,2024-07-27,2026-08-05
3158,51786,Johnsonville Rd path LHS,-41.224655,174.807114,-41.224636,174.807129,SE,NW,2024-07-27,2026-08-05
3158,51787,Johnsonville Rd path RHS,-41.22459,174.80722,-41.224594,174.807266,S,N,2024-07-27,2026-08-05
9019,51949,Commonwealth Walkway path LHS,-41.286152,174.778992,-41.28632,174.779022,W,E,2024-08-16,2026-08-05
9019,51950,Commonwealth Walkway path RHS,-41.286354,174.779068,-41.28635,174.779175,S,N,2024-08-16,2026-08-05
9020,51951,Commonwealth Walkway path,-41.286114,174.779083,-41.286167,174.779144,SW,NE,2024-08-16,2026-08-05
3163,52147,Todman St path LHS,-41.305241,174.763382,-41.305256,174.763397,SW,NE,2024-09-10,2026-08-05
3163,52148,Todman St path RHS,-41.305275,174.763443,-41.305275,174.763489,S,N,2024-09-10,2026-08-05
3160,52149,Todman St road LHS,-41.305309,174.763214,-41.305244,174.763397,SE,NW,2024-09-10,2026-08-05
3160,52150,Todman St road centrre,-41.305271,174.763458,-41.305359,174.763489,W,E,2024-09-10,2026-08-05
3160,52151,Todman St road RHS,-41.30547,174.76326,-41.305439,174.763397,S,N,2024-09-10,2026-08-05
7529,52188,Moorefield Rd road LHS,-41.224205,174.803711,-41.224209,174.803925,S,N,2024-09-13,2026-08-05
7529,52189,Moorefield Rd road RHS,-41.224243,174.803986,-41.224396,174.803894,NW,SE,2024-09-13,2026-08-05
7530,52190,Moorefield Rd crossing LHS,-41.224186,174.803925,-41.224213,174.803925,W,E,2024-09-13,2026-08-05
7530,52191,Moorefield Rd path LHS,-41.224144,174.803955,-41.224155,174.80397,SW,NE,2024-09-13,2026-08-05
7530,52192,Moorefield Rd path RHS,-41.224228,174.804047,-41.224247,174.804047,W,E,2024-09-13,2026-08-05
7530,52193,Moorefield Rd crossing RHS,-41.224251,174.80397,-41.224258,174.804001,S,N,2024-09-13,2026-08-05
3205,52194,Hawkestone St road LHS,-41.275028,174.777756,-41.27496,174.777756,E,W,2024-09-13,2026-06-25
3205,52195,Molesworth road RHS 1,-41.274925,174.777802,-41.274921,174.777863,S,N,2024-09-13,2026-06-25
3205,52196,Molesworth road 2,-41.274921,174.777863,-41.274925,174.777908,S,N,2024-09-13,2026-02-12
3206,52197,Hawkestone St path LHS,-41.275063,174.77771,-41.275028,174.77771,E,W,2024-09-13,2026-03-19
3206,52198,Hawkestone St path RHS,-41.27496,174.77771,-41.274929,174.77771,E,W,2024-09-13,2026-03-19
3206,52199,Hawkestone St path crossing,-41.275002,174.777725,-41.275002,174.777786,S,N,2024-09-13,2026-03-19
7500,52603,Evans Bay road,-41.312374,174.796234,-41.312462,174.796234,W,E,2024-10-16,2026-08-05
3180,52622,Evans Bay crossing,-41.312241,174.795914,-41.312283,174.795959,SW,NE,2024-10-16,2026-08-05
3180,52623,Evans Bay path,-41.312176,174.795959,-41.312206,174.795914,NW,SE,2024-10-16,2026-08-05
3180,52624,Evans Bay road,-41.312222,174.795883,-41.312244,174.795822,NW,SE,2024-10-16,2026-08-05
7500,52625,Evans Bay path,-41.312332,174.796326,-41.312374,174.796326,W,E,2024-10-16,2026-08-05
7473,52634,Courtenay Pl road Northwestbound nzwel001,-41.294086,174.783493,-41.29406,174.783569,,NW,2024-10-16,2026-08-05
9021,53060,Ara Moana path,-41.2901,174.783478,-41.290112,174.783279,N,S,2024-11-18,2026-08-05
9011,53061,Commonwealth Walkway path,-41.2896,174.780365,-41.289558,174.780197,N,S,2024-11-18,2026-08-05
9012,53062,Commonwealth Walkway entrance,-41.289612,174.78038,-41.289639,174.780396,SW,NE,2024-11-18,2026-08-05
7505,53168,Moorefield Rd road,-41.224449,174.803757,-41.224419,174.803589,N,S,2024-11-23,2026-08-05
7505,53169,Broderick Rd road,-41.224281,174.803604,-41.224388,174.803574,W,E,2024-11-23,2026-08-05
7506,53170,Broderick Rd crossing,-41.224331,174.803604,-41.224331,174.803543,N,S,2024-11-23,2026-08-05
7515,53171,Willis St path LHS,-41.296951,174.770447,-41.296951,174.770416,N,S,2024-11-23,2026-08-05
7515,53172,Willis St road,-41.296951,174.770416,-41.296909,174.770264,N,S,2024-11-23,2026-08-05
7515,53173,Willis St path RHS,-41.296902,174.770279,-41.29689,174.770248,NE,SW,2024-11-23,2026-08-05
7523,53174,Dixon St path LHS,-41.29084,174.77356,-41.290821,174.773575,SE,NW,2024-11-23,2026-08-05
7523,53175,Dixon St road,-41.290791,174.773468,-41.290722,174.773514,SE,NW,2024-11-23,2026-08-05
7523,53176,Dixon St path RHS,-41.290722,174.773514,-41.290691,174.773529,E,W,2024-11-23,2026-08-05
3166,53177,Everton Ter path RHS,-41.2854,174.773422,-41.285381,174.773438,SE,NW,2024-11-23,2026-08-05
3166,53178,Everton Ter road inbound RHS,-41.28545,174.773438,-41.285419,174.773453,E,,2024-11-23,2026-08-05
3166,53179,Everton Ter road inbound LHS,-41.28548,174.773407,-41.28545,174.773438,SE,,2024-11-23,2026-08-05
3166,53180,Everton Ter road outbound,-41.2855,174.773376,-41.285461,174.773392,,W,2024-11-23,2026-08-05
3168,53181,Everton Ter path LHS,-41.285511,174.773331,-41.2855,174.773346,SE,NW,2024-11-23,2026-08-05
3201,53186,Coutts St path LHS,-41.324741,174.809082,-41.32473,174.809113,SE,NW,2024-11-23,2026-08-05
3201,53187,Coutts St path,-41.324711,174.809158,-41.32465,174.809174,E,W,2024-11-23,2026-08-05
9015,53190,Commonwealth Walkway left,-41.289921,174.780487,-41.29007,174.780426,W,E,2024-11-26,2026-08-05
9015,53191,Commonwealth Walkway entrance,-41.290058,174.780365,-41.290001,174.780212,NE,SW,2024-11-26,2026-08-05
9023,53200,Ara Moana left,-41.290581,174.783539,-41.290642,174.783554,W,E,2024-11-26,2026-08-05
9023,53201,Ara Moana path,-41.290649,174.783554,-41.290661,174.783417,N,S,2024-11-26,2026-08-05
9018,53928,Herd St path,-41.291649,174.786545,-41.291672,174.786499,NW,SE,2025-01-24,2026-08-05
9018,53929,Oriental Parade path/cycle Ln RHS,-41.291618,174.786652,-41.291649,174.786606,NW,SE,2025-01-24,2026-08-05
9018,53930,Oriental Parade path/cycle Ln LHS,-41.291569,174.786652,-41.291611,174.786652,W,E,2025-01-24,2026-08-05
9026,53931,Herd St road out,-41.291691,174.786514,-41.291721,174.786469,NW,SE,2025-01-24,2026-08-05
9026,53932,Herd St road in,-41.29171,174.786453,-41.29174,174.786423,NW,SE,2025-01-24,2026-08-05
9026,53933,Oriental Parade road,-41.29171,174.786591,-41.291809,174.786636,W,E,2025-01-24,2026-08-05
9026,53934,Oriental Parade path,-41.291809,174.786636,-41.291828,174.786636,W,E,2025-01-24,2026-08-05
9028,53935,S89 Tasman St path LHS,-41.29958,174.777939,-41.29958,174.777985,S,N,2025-01-24,2026-07-03
9028,53936,S89 Tasman St road,-41.299591,174.777985,-41.29961,174.778076,S,N,2025-01-24,2026-07-03
9028,53937,S89 Tasman St path RHS,-41.299591,174.778091,-41.299591,174.778122,S,N,2025-01-24,2026-07-03
9041,53938,Lady Elizabeth Ln path LHS,-41.282211,174.779129,-41.282249,174.779251,SW,NE,2025-01-24,2026-08-05
9041,53939,Lady Elizabeth Ln path RHS,-41.282242,174.779251,-41.282219,174.779358,S,N,2025-01-24,2026-08-05
9756,53998,Middleton Rd path,-41.220249,174.808075,-41.22023,174.808044,NE,SW,2025-01-30,2026-08-05
9756,53999,Middleton Rd road,-41.22023,174.808044,-41.220188,174.807938,NE,SW,2025-01-30,2026-08-05
9757,54000,Middleton Rd crossing,-41.220371,174.807861,-41.220329,174.807907,SE,NW,2025-01-30,2026-08-05
2793,54164,Thorndon Quay cycle Lane,-41.267632,174.781479,-41.26762,174.781433,N,S,2025-03-04,2026-08-05
2793,54165,Thorndon Quay path,-41.267639,174.781494,-41.267632,174.781479,NE,SW,2025-03-04,2026-08-05
2793,54166,Thorndon Quay road,-41.267651,174.781433,-41.26762,174.781296,N,S,2025-03-04,2026-08-05
7475,54237,Adelaide Rd RHSkerb,-41.319721,174.775238,-41.319752,174.775238,,E,2025-03-03,2026-08-05
7537,54238,Molesworth St road,-41.271809,174.777557,-41.27174,174.777649,SE,,2025-02-26,2026-08-05
7352,54243,Hutt Rd South Cycles,-41.260288,174.789734,-41.260319,174.78978,SW,NE,2025-03-03,2026-08-05
7352,54244,Hutt Rd Roadcycles Sth,-41.260231,174.789795,-41.26022,174.789658,N,S,2025-03-03,2026-08-05
7352,54245,Hutt Rd Roadcycles Nrth,-41.260029,174.789719,-41.26017,174.789871,SW,NE,2025-03-03,2026-08-05
9033,54293,Murphy St Road,-41.271759,174.777786,-41.27179,174.777725,NW,SE,2025-02-28,2026-08-05
9033,54294,Molesworth St Road,-41.27182,174.777756,-41.271858,174.777664,NW,SE,2025-02-28,2026-08-05
9033,54295,Murphy St LHS Cycle,-41.271759,174.777863,-41.271759,174.777817,N,S,2025-02-28,2026-08-05
9033,54296,Molesworth St RHS Cycle,-41.27203,174.777786,-41.272041,174.777756,NW,SE,2025-02-28,2026-08-05
9018,54337,S84 Herd St path2,-41.29158,174.786484,-41.29163,174.786545,SW,NE,2025-03-04,2026-08-05
9026,54381,Oriental Parade path2,-41.291729,174.786407,-41.291672,174.786316,NE,SW,2025-03-10,2026-08-05
9039,54410,The Parade path LHS,-41.335339,174.773193,-41.335339,174.773224,S,N,2025-05-14,2026-08-05
9039,54411,The Parade road,-41.335361,174.773224,-41.335369,174.773361,S,N,2025-05-14,2026-08-05
9039,54412,The Parade cycle Ln,-41.335381,174.773346,-41.335388,174.773392,S,N,2025-05-14,2026-08-05
9039,54413,The Parade path RHS,-41.3354,174.773407,-41.335411,174.773438,SW,NE,2025-05-14,2026-08-05
9011,54461,Commonwealth Walkway path2,-41.289619,174.780396,-41.28968,174.780396,W,E,2025-03-13,2026-08-05
9011,54462,Commonwealth Walkway path3,-41.289688,174.78038,-41.289711,174.780197,N,S,2025-03-13,2026-08-05
7477,55170,The Parade path,-41.33477,174.773468,-41.33477,174.773438,N,S,2025-05-14,2026-08-05
7478,55171,The Parade crossing LHS,-41.334999,174.773361,-41.334888,174.773376,E,W,2025-05-14,2026-08-05
7478,55172,The Parade crossing RHS,-41.334869,174.773254,-41.334869,174.773209,N,S,2025-05-14,2026-08-05
9030,55175,Paterson St path LHS,-41.301201,174.783173,-41.30122,174.783157,NW,SE,2025-05-14,2026-08-05
9030,55176,Paterson St path middle,-41.301239,174.783035,-41.30125,174.783035,W,E,2025-05-14,2026-08-05
9030,55177,Paterson St path RHS,-41.301369,174.783005,-41.30138,174.78299,NW,SE,2025-05-14,2026-08-05
9030,55178,Paterson St crossing,-41.301319,174.783051,-41.301281,174.782944,NE,SW,2025-05-14,2026-08-05
9029,55180,Paterson St road LHS,-41.301208,174.783127,-41.30125,174.783096,NW,SE,2025-05-14,2026-08-05
9029,55182,Paterson St road RHS,-41.30127,174.783096,-41.301369,174.783035,NW,SE,2025-05-14,2026-08-05
7495,55194,Gee St footpath,-41.153439,174.832794,-41.153469,174.832825,SW,NE,2025-05-14,2026-08-05
7495,55195,Gee St path LHS,-41.153431,174.832794,-41.153439,174.832764,N,S,2025-05-14,2026-08-05
7495,55196,Gee St road,-41.15345,174.832764,-41.153469,174.832672,N,S,2025-05-14,2026-08-05
7495,55197,Gee St path RHS,-41.153461,174.832672,-41.153469,174.832657,NW,SE,2025-05-14,2026-08-05
7487,55388,Onepu Rd road east RHS,-41.318249,174.796219,-41.318241,174.796173,N,S,2025-06-04,2026-08-05
7487,55389,Onepu Rd road east LHS,-41.318249,174.796265,-41.318249,174.796219,N,S,2025-06-04,2026-08-05
7487,55391,Onepu Rd road north RHS,-41.318211,174.796402,-41.31823,174.796387,NW,SE,2025-06-04,2026-08-05
7487,55392,Onepu Rd road north LHS,-41.318169,174.796402,-41.318211,174.796402,W,E,2025-06-04,2026-08-05
7487,55393,Onepu Rd road west,-41.317982,174.796494,-41.318008,174.796448,NW,SE,2025-06-04,2026-08-05
